map_type,data.name,data.attribute,interval,prm_label,realization,minimum value,maximum value,mean value,std value,lower_limit,upper_limit,file_path
simulated,therys,average_soil,20180701_20180101,20180701-20180101,realization-0,-0.2116587609052658,0.15128913521766663,-0.004160586383332272,0.021133369826068487,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_soil--20180701_20180101.gri
simulated,volon,average_wt1f,20180701_20180101,20180701-20180101,realization-0,6.016071773798676e-18,0.03292962536215782,0.0012499324762759844,0.004265703749750111,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_wt1f--20180701_20180101.gri
simulated,all,average_wt2f,20200701_20180101,20200701-20180101,realization-0,1.1941556723969985e-19,0.0026428429409861565,0.00017336630345168017,0.00041181476787170956,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_wt2f--20200701_20180101.gri
simulated,therys,average_pressure,20180701_20180101,20180701-20180101,realization-0,-33.43324661254883,15.453164100646973,-13.374879623996682,4.3052339134056385,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_pressure--20180701_20180101.gri
simulated,volon,relai_mean,20190701_20180101,20190701-20180101,realization-0,-0.0624154731631279,0.0614156611263752,0.0012768539764202134,0.00596414450736161,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--relai_mean--20190701_20180101.gri
simulated,topvolantis,amplitude_mean,20200701_20180101,20200701-20180101,realization-0,-0.06291604042053223,0.028935417532920837,-2.023331362790568e-05,0.005038754299289053,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/topvolantis--amplitude_mean--20200701_20180101.gri
simulated,all,average_wt2f,20180701_20180101,20180701-20180101,realization-0,--,--,--,--,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_wt2f--20180701_20180101.gri
simulated,therys,average_swat,20190701_20180101,20190701-20180101,realization-0,-0.23824894428253174,0.47832274436950684,0.030977390446319916,0.08059361136485048,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_swat--20190701_20180101.gri
simulated,volon,average_wt1f,20190701_20180101,20190701-20180101,realization-0,4.344176801248334e-18,0.005517078097909689,0.0005517812970330845,0.0010883124319489052,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_wt1f--20190701_20180101.gri
simulated,all,average_swat,20200701_20180101,20200701-20180101,realization-0,-0.2353390008211136,0.3054612874984741,0.038091203787401794,0.06856891178725892,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_swat--20200701_20180101.gri
simulated,volon,average_wt1f,20200701_20180101,20200701-20180101,realization-0,9.570755965563123e-18,0.003549828426912427,0.00034216909767456204,0.0006688883282121076,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_wt1f--20200701_20180101.gri
simulated,volon,oilthickness,20180701_20180101,20180701-20180101,realization-0,-1.3552379608154297,0.9192228317260742,-0.003972910111152013,0.05208585708520666,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--oilthickness--20180701_20180101.gri
simulated,valysar,average_swat,20190701_20180101,20190701-20180101,realization-0,-0.4934592843055725,0.4824051260948181,0.01593020243607664,0.06768978583925549,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_swat--20190701_20180101.gri
simulated,valysar,relai_mean,20200701_20180101,20200701-20180101,realization-0,-0.09979313611984253,0.0525142066180706,-0.00048807901097006615,0.009623138013245325,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--relai_mean--20200701_20180101.gri
simulated,all,average_wt1f,20180701_20180101,20180701-20180101,realization-0,3.4597508959096325e-19,0.02581368014216423,0.0004660256136773919,0.0021907904992855163,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_wt1f--20180701_20180101.gri
simulated,volon,average_sgas,20180701_20180101,20180701-20180101,realization-0,-0.30842337012290955,0.15677030384540558,0.000623768793269798,0.013737251651828047,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_sgas--20180701_20180101.gri
simulated,therys,average_soil,20200701_20180101,20200701-20180101,realization-0,-0.5585981607437134,0.2675936818122864,-0.06615393731292263,0.11667974548116747,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_soil--20200701_20180101.gri
simulated,volon,relai_mean,20200701_20180101,20200701-20180101,realization-0,-0.061708539724349976,0.0678083598613739,0.0014580707407943548,0.007605524646950237,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--relai_mean--20200701_20180101.gri
simulated,volon,average_pressure,20180701_20180101,20180701-20180101,realization-0,-33.76551818847656,6.770121097564697,-13.71477859562985,2.930479048231002,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_pressure--20180701_20180101.gri
simulated,therys,average_pressure,20200701_20180101,20200701-20180101,realization-0,-146.5879669189453,13.856362342834473,-22.823012617998895,15.285407351016957,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_pressure--20200701_20180101.gri
simulated,all,oilthickness,20200701_20180101,20200701-20180101,realization-0,-3.425652027130127,2.6183321475982666,-0.09329138779732737,0.39111705738103725,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--oilthickness--20200701_20180101.gri
simulated,all,average_wt1f,20200701_20180101,20200701-20180101,realization-0,4.0032041639599674e-19,0.001808044733479619,0.00018583913407952828,0.000357209721949494,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_wt1f--20200701_20180101.gri
simulated,valysar,average_wt1f,20180701_20180101,20180701-20180101,realization-0,7.312928536689033e-19,0.03459994122385979,0.00037588884869199445,0.0022917817030076153,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_wt1f--20180701_20180101.gri
